,time,variable_type,component,subcomponent,value
1462,547.0279088020325,inventory_allocations,CB,CB3,23
1463,547.0279088020325,inventory_allocations,CC,CC1,3
1464,547.0279088020325,inventory_allocations,CC,CC2,22
1465,547.0279088020325,inventory_allocations,CC,CC3,9
1466,547.0279088020325,inventory_allocations,CC,CC4,16
1467,547.0279088020325,inventory_allocations,CC,CC5,11
1468,547.0279088020325,inventory_allocations,CC,CC6,21
1469,547.0279088020325,inventory_allocations,CC,CC7,18
1470,547.0279088020325,inventory_allocations,CD,CD1,6
1471,547.0279088020325,inventory_allocations,CD,CD2,17
1472,547.0279088020325,inventory_allocations,CD,CD3,39
1473,547.0279088020325,inventory_allocations,CD,CD4,1
1474,547.0279088020325,inventory_allocations,CD,CD5,23
1475,547.0279088020325,inventory_allocations,CD,CD6,14
1476,547.0279088020325,inventory_allocations,CE,CE1,1
1477,547.0279088020325,inventory_allocations,CE,CE2,5
1478,547.0279088020325,inventory_allocations,CE,CE3,12
1479,547.0279088020325,inventory_allocations,CE,CE4,3
1480,547.0279088020325,inventory_allocations,CE,CE5,1
1481,547.0279088020325,inventory_allocations,CE,CE6,19
1482,547.0279088020325,inventory_allocations,CE,CE7,14
1483,547.0279088020325,inventory_allocations,CE,CE8,20
1484,547.0279088020325,inventory_allocations,CE,CE9,25
1485,547.0279088020325,reorder_points,CA,CA1,14
1486,547.0279088020325,reorder_points,CA,CA2,11
1487,547.0279088020325,reorder_points,CA,CA3,4
1488,547.0279088020325,reorder_points,CA,CA4,14
1489,547.0279088020325,reorder_points,CA,CA5,7
1490,547.0279088020325,reorder_points,CA,CA6,14
1491,547.0279088020325,reorder_points,CA,CA7,9
1492,547.0279088020325,reorder_points,CA,CA8,14
1493,547.0279088020325,reorder_points,CB,CB1,10
1494,547.0279088020325,reorder_points,CB,CB2,64
1495,547.0279088020325,reorder_points,CB,CB3,22
1496,547.0279088020325,reorder_points,CC,CC1,2
1497,547.0279088020325,reorder_points,CC,CC2,21
1498,547.0279088020325,reorder_points,CC,CC3,7
1499,547.0279088020325,reorder_points,CC,CC4,15
1500,547.0279088020325,reorder_points,CC,CC5,9
1501,547.0279088020325,reorder_points,CC,CC6,19
1502,547.0279088020325,reorder_points,CC,CC7,17
1503,547.0279088020325,reorder_points,CD,CD1,5
1504,547.0279088020325,reorder_points,CD,CD2,15
1505,547.0279088020325,reorder_points,CD,CD3,38
1506,547.0279088020325,reorder_points,CD,CD4,0
1507,547.0279088020325,reorder_points,CD,CD5,21
1508,547.0279088020325,reorder_points,CD,CD6,13
1509,547.0279088020325,reorder_points,CE,CE1,0
1510,547.0279088020325,reorder_points,CE,CE2,4
1511,547.0279088020325,reorder_points,CE,CE3,11
1512,547.0279088020325,reorder_points,CE,CE4,2
1513,547.0279088020325,reorder_points,CE,CE5,0
1514,547.0279088020325,reorder_points,CE,CE6,18
1515,547.0279088020325,reorder_points,CE,CE7,12
1516,547.0279088020325,reorder_points,CE,CE8,19
1517,547.0279088020325,reorder_points,CE,CE9,23
1518,556.2304611206055,inventory_allocations,CA,CA1,16
1519,556.2304611206055,inventory_allocations,CA,CA2,12
1520,556.2304611206055,inventory_allocations,CA,CA3,6
1521,556.2304611206055,inventory_allocations,CA,CA4,15
1522,556.2304611206055,inventory_allocations,CA,CA5,8
1523,556.2304611206055,inventory_allocations,CA,CA6,15
1524,556.2304611206055,inventory_allocations,CA,CA7,11
1525,556.2304611206055,inventory_allocations,CA,CA8,16
1526,556.2304611206055,inventory_allocations,CB,CB1,12
1527,556.2304611206055,inventory_allocations,CB,CB2,65
1528,556.2304611206055,inventory_allocations,CB,CB3,23
1529,556.2304611206055,inventory_allocations,CC,CC1,3
1530,556.2304611206055,inventory_allocations,CC,CC2,22
1531,556.2304611206055,inventory_allocations,CC,CC3,9
1532,556.2304611206055,inventory_allocations,CC,CC4,16
1533,556.2304611206055,inventory_allocations,CC,CC5,11
1534,556.2304611206055,inventory_allocations,CC,CC6,21
1535,556.2304611206055,inventory_allocations,CC,CC7,18
1536,556.2304611206055,inventory_allocations,CD,CD1,6
1537,556.2304611206055,inventory_allocations,CD,CD2,17
1538,556.2304611206055,inventory_allocations,CD,CD3,39
1539,556.2304611206055,inventory_allocations,CD,CD4,1
1540,556.2304611206055,inventory_allocations,CD,CD5,23
1541,556.2304611206055,inventory_allocations,CD,CD6,14
1542,556.2304611206055,inventory_allocations,CE,CE1,1
1543,556.2304611206055,inventory_allocations,CE,CE2,5
1544,556.2304611206055,inventory_allocations,CE,CE3,12
1545,556.2304611206055,inventory_allocations,CE,CE4,3
1546,556.2304611206055,inventory_allocations,CE,CE5,2
1547,556.2304611206055,inventory_allocations,CE,CE6,19
1548,556.2304611206055,inventory_allocations,CE,CE7,13
1549,556.2304611206055,inventory_allocations,CE,CE8,20
1550,556.2304611206055,inventory_allocations,CE,CE9,25
1551,556.2304611206055,reorder_points,CA,CA1,14
1552,556.2304611206055,reorder_points,CA,CA2,11
1553,556.2304611206055,reorder_points,CA,CA3,4
1554,556.2304611206055,reorder_points,CA,CA4,13
1555,556.2304611206055,reorder_points,CA,CA5,7
1556,556.2304611206055,reorder_points,CA,CA6,14
1557,556.2304611206055,reorder_points,CA,CA7,9
1558,556.2304611206055,reorder_points,CA,CA8,14
1559,556.2304611206055,reorder_points,CB,CB1,10
1560,556.2304611206055,reorder_points,CB,CB2,64
1561,556.2304611206055,reorder_points,CB,CB3,22
1562,556.2304611206055,reorder_points,CC,CC1,2
1563,556.2304611206055,reorder_points,CC,CC2,21
1564,556.2304611206055,reorder_points,CC,CC3,7
1565,556.2304611206055,reorder_points,CC,CC4,15
1566,556.2304611206055,reorder_points,CC,CC5,9
1567,556.2304611206055,reorder_points,CC,CC6,19
1568,556.2304611206055,reorder_points,CC,CC7,17
1569,556.2304611206055,reorder_points,CD,CD1,5
1570,556.2304611206055,reorder_points,CD,CD2,15
1571,556.2304611206055,reorder_points,CD,CD3,38
1572,556.2304611206055,reorder_points,CD,CD4,0
1573,556.2304611206055,reorder_points,CD,CD5,21
1574,556.2304611206055,reorder_points,CD,CD6,13
1575,556.2304611206055,reorder_points,CE,CE1,0
1576,556.2304611206055,reorder_points,CE,CE2,4
1577,556.2304611206055,reorder_points,CE,CE3,11
1578,556.2304611206055,reorder_points,CE,CE4,2
1579,556.2304611206055,reorder_points,CE,CE5,0
1580,556.2304611206055,reorder_points,CE,CE6,18
1581,556.2304611206055,reorder_points,CE,CE7,12
1582,556.2304611206055,reorder_points,CE,CE8,19
1583,556.2304611206055,reorder_points,CE,CE9,23
1584,607.8892071247101,inventory_allocations,CA,CA1,16
1585,607.8892071247101,inventory_allocations,CA,CA2,12
1586,607.8892071247101,inventory_allocations,CA,CA3,6
1587,607.8892071247101,inventory_allocations,CA,CA4,15
1588,607.8892071247101,inventory_allocations,CA,CA5,8
1589,607.8892071247101,inventory_allocations,CA,CA6,15
1590,607.8892071247101,inventory_allocations,CA,CA7,11
1591,607.8892071247101,inventory_allocations,CA,CA8,16
1592,607.8892071247101,inventory_allocations,CB,CB1,12
1593,607.8892071247101,inventory_allocations,CB,CB2,65
1594,607.8892071247101,inventory_allocations,CB,CB3,23
1595,607.8892071247101,inventory_allocations,CC,CC1,3
1596,607.8892071247101,inventory_allocations,CC,CC2,22
1597,607.8892071247101,inventory_allocations,CC,CC3,9
1598,607.8892071247101,inventory_allocations,CC,CC4,16
1599,607.8892071247101,inventory_allocations,CC,CC5,11
1600,607.8892071247101,inventory_allocations,CC,CC6,21
1601,607.8892071247101,inventory_allocations,CC,CC7,18
1602,607.8892071247101,inventory_allocations,CD,CD1,6
1603,607.8892071247101,inventory_allocations,CD,CD2,17
1604,607.8892071247101,inventory_allocations,CD,CD3,39
1605,607.8892071247101,inventory_allocations,CD,CD4,1
1606,607.8892071247101,inventory_allocations,CD,CD5,23
1607,607.8892071247101,inventory_allocations,CD,CD6,14
1608,607.8892071247101,inventory_allocations,CE,CE1,1
1609,607.8892071247101,inventory_allocations,CE,CE2,5
1610,607.8892071247101,inventory_allocations,CE,CE3,12
1611,607.8892071247101,inventory_allocations,CE,CE4,3
1612,607.8892071247101,inventory_allocations,CE,CE5,2
1613,607.8892071247101,inventory_allocations,CE,CE6,19
1614,607.8892071247101,inventory_allocations,CE,CE7,13
1615,607.8892071247101,inventory_allocations,CE,CE8,20
1616,607.8892071247101,inventory_allocations,CE,CE9,25
1617,607.8892071247101,reorder_points,CA,CA1,14
1618,607.8892071247101,reorder_points,CA,CA2,11
1619,607.8892071247101,reorder_points,CA,CA3,4
1620,607.8892071247101,reorder_points,CA,CA4,13
1621,607.8892071247101,reorder_points,CA,CA5,7
1622,607.8892071247101,reorder_points,CA,CA6,14
1623,607.8892071247101,reorder_points,CA,CA7,9
1624,607.8892071247101,reorder_points,CA,CA8,14
1625,607.8892071247101,reorder_points,CB,CB1,10
1626,607.8892071247101,reorder_points,CB,CB2,64
1627,607.8892071247101,reorder_points,CB,CB3,22
1628,607.8892071247101,reorder_points,CC,CC1,2
1629,607.8892071247101,reorder_points,CC,CC2,21
1630,607.8892071247101,reorder_points,CC,CC3,7
1631,607.8892071247101,reorder_points,CC,CC4,15
1632,607.8892071247101,reorder_points,CC,CC5,9
1633,607.8892071247101,reorder_points,CC,CC6,19
1634,607.8892071247101,reorder_points,CC,CC7,17
1635,607.8892071247101,reorder_points,CD,CD1,5
1636,607.8892071247101,reorder_points,CD,CD2,15
1637,607.8892071247101,reorder_points,CD,CD3,38
1638,607.8892071247101,reorder_points,CD,CD4,0
1639,607.8892071247101,reorder_points,CD,CD5,20
1640,607.8892071247101,reorder_points,CD,CD6,13
1641,607.8892071247101,reorder_points,CE,CE1,0
1642,607.8892071247101,reorder_points,CE,CE2,4
1643,607.8892071247101,reorder_points,CE,CE3,11
1644,607.8892071247101,reorder_points,CE,CE4,2
1645,607.8892071247101,reorder_points,CE,CE5,0
1646,607.8892071247101,reorder_points,CE,CE6,18
1647,607.8892071247101,reorder_points,CE,CE7,12
1648,607.8892071247101,reorder_points,CE,CE8,19
1649,607.8892071247101,reorder_points,CE,CE9,23
1650,626.8944699764252,inventory_allocations,CA,CA1,16
1651,626.8944699764252,inventory_allocations,CA,CA2,13
1652,626.8944699764252,inventory_allocations,CA,CA3,6
1653,626.8944699764252,inventory_allocations,CA,CA4,14
1654,626.8944699764252,inventory_allocations,CA,CA5,8
1655,626.8944699764252,inventory_allocations,CA,CA6,15
1656,626.8944699764252,inventory_allocations,CA,CA7,11
1657,626.8944699764252,inventory_allocations,CA,CA8,16
1658,626.8944699764252,inventory_allocations,CB,CB1,12
1659,626.8944699764252,inventory_allocations,CB,CB2,65
1660,626.8944699764252,inventory_allocations,CB,CB3,23
1661,626.8944699764252,inventory_allocations,CC,CC1,3
1662,626.8944699764252,inventory_allocations,CC,CC2,22
1663,626.8944699764252,inventory_allocations,CC,CC3,9
1664,626.8944699764252,inventory_allocations,CC,CC4,16
1665,626.8944699764252,inventory_allocations,CC,CC5,11
1666,626.8944699764252,inventory_allocations,CC,CC6,21
1667,626.8944699764252,inventory_allocations,CC,CC7,18
1668,626.8944699764252,inventory_allocations,CD,CD1,6
1669,626.8944699764252,inventory_allocations,CD,CD2,17
1670,626.8944699764252,inventory_allocations,CD,CD3,39
1671,626.8944699764252,inventory_allocations,CD,CD4,1
1672,626.8944699764252,inventory_allocations,CD,CD5,23
1673,626.8944699764252,inventory_allocations,CD,CD6,14
1674,626.8944699764252,inventory_allocations,CE,CE1,1
1675,626.8944699764252,inventory_allocations,CE,CE2,5
1676,626.8944699764252,inventory_allocations,CE,CE3,12
1677,626.8944699764252,inventory_allocations,CE,CE4,3
1678,626.8944699764252,inventory_allocations,CE,CE5,2
1679,626.8944699764252,inventory_allocations,CE,CE6,19
1680,626.8944699764252,inventory_allocations,CE,CE7,13
1681,626.8944699764252,inventory_allocations,CE,CE8,20
1682,626.8944699764252,inventory_allocations,CE,CE9,25
1683,626.8944699764252,reorder_points,CA,CA1,14
1684,626.8944699764252,reorder_points,CA,CA2,11
1685,626.8944699764252,reorder_points,CA,CA3,5
1686,626.8944699764252,reorder_points,CA,CA4,13
1687,626.8944699764252,reorder_points,CA,CA5,7
1688,626.8944699764252,reorder_points,CA,CA6,14
1689,626.8944699764252,reorder_points,CA,CA7,9
1690,626.8944699764252,reorder_points,CA,CA8,14
1691,626.8944699764252,reorder_points,CB,CB1,10
1692,626.8944699764252,reorder_points,CB,CB2,64
1693,626.8944699764252,reorder_points,CB,CB3,22
1694,626.8944699764252,reorder_points,CC,CC1,2
1695,626.8944699764252,reorder_points,CC,CC2,21
1696,626.8944699764252,reorder_points,CC,CC3,7
1697,626.8944699764252,reorder_points,CC,CC4,15
1698,626.8944699764252,reorder_points,CC,CC5,9
1699,626.8944699764252,reorder_points,CC,CC6,19
1700,626.8944699764252,reorder_points,CC,CC7,17
1701,626.8944699764252,reorder_points,CD,CD1,5
1702,626.8944699764252,reorder_points,CD,CD2,15
1703,626.8944699764252,reorder_points,CD,CD3,38
1704,626.8944699764252,reorder_points,CD,CD4,0
1705,626.8944699764252,reorder_points,CD,CD5,20
1706,626.8944699764252,reorder_points,CD,CD6,13
1707,626.8944699764252,reorder_points,CE,CE1,0
1708,626.8944699764252,reorder_points,CE,CE2,4
1709,626.8944699764252,reorder_points,CE,CE3,11
1710,626.8944699764252,reorder_points,CE,CE4,2
1711,626.8944699764252,reorder_points,CE,CE5,0
1712,626.8944699764252,reorder_points,CE,CE6,18
1713,626.8944699764252,reorder_points,CE,CE7,12
1714,626.8944699764252,reorder_points,CE,CE8,19
1715,626.8944699764252,reorder_points,CE,CE9,23
1716,678.8632271289825,inventory_allocations,CA,CA1,16
1717,678.8632271289825,inventory_allocations,CA,CA2,13
1718,678.8632271289825,inventory_allocations,CA,CA3,6
1719,678.8632271289825,inventory_allocations,CA,CA4,14
1720,678.8632271289825,inventory_allocations,CA,CA5,8
1721,678.8632271289825,inventory_allocations,CA,CA6,15
1722,678.8632271289825,inventory_allocations,CA,CA7,11
1723,678.8632271289825,inventory_allocations,CA,CA8,16
1724,678.8632271289825,inventory_allocations,CB,CB1,12
1725,678.8632271289825,inventory_allocations,CB,CB2,65
1726,678.8632271289825,inventory_allocations,CB,CB3,23
1727,678.8632271289825,inventory_allocations,CC,CC1,4
1728,678.8632271289825,inventory_allocations,CC,CC2,22
1729,678.8632271289825,inventory_allocations,CC,CC3,9
1730,678.8632271289825,inventory_allocations,CC,CC4,16
1731,678.8632271289825,inventory_allocations,CC,CC5,11
1732,678.8632271289825,inventory_allocations,CC,CC6,20
1733,678.8632271289825,inventory_allocations,CC,CC7,18
1734,678.8632271289825,inventory_allocations,CD,CD1,6
1735,678.8632271289825,inventory_allocations,CD,CD2,17
1736,678.8632271289825,inventory_allocations,CD,CD3,39
1737,678.8632271289825,inventory_allocations,CD,CD4,1
1738,678.8632271289825,inventory_allocations,CD,CD5,23
1739,678.8632271289825,inventory_allocations,CD,CD6,14
1740,678.8632271289825,inventory_allocations,CE,CE1,1
1741,678.8632271289825,inventory_allocations,CE,CE2,5
1742,678.8632271289825,inventory_allocations,CE,CE3,12
1743,678.8632271289825,inventory_allocations,CE,CE4,3
1744,678.8632271289825,inventory_allocations,CE,CE5,2
1745,678.8632271289825,inventory_allocations,CE,CE6,19
1746,678.8632271289825,inventory_allocations,CE,CE7,13
1747,678.8632271289825,inventory_allocations,CE,CE8,20
1748,678.8632271289825,inventory_allocations,CE,CE9,25
1749,678.8632271289825,reorder_points,CA,CA1,14
1750,678.8632271289825,reorder_points,CA,CA2,11
1751,678.8632271289825,reorder_points,CA,CA3,5
1752,678.8632271289825,reorder_points,CA,CA4,13
1753,678.8632271289825,reorder_points,CA,CA5,7
1754,678.8632271289825,reorder_points,CA,CA6,14
1755,678.8632271289825,reorder_points,CA,CA7,9
1756,678.8632271289825,reorder_points,CA,CA8,14
1757,678.8632271289825,reorder_points,CB,CB1,10
1758,678.8632271289825,reorder_points,CB,CB2,64
1759,678.8632271289825,reorder_points,CB,CB3,22
1760,678.8632271289825,reorder_points,CC,CC1,2
1761,678.8632271289825,reorder_points,CC,CC2,21
1762,678.8632271289825,reorder_points,CC,CC3,7
1763,678.8632271289825,reorder_points,CC,CC4,15
1764,678.8632271289825,reorder_points,CC,CC5,9
1765,678.8632271289825,reorder_points,CC,CC6,19
1766,678.8632271289825,reorder_points,CC,CC7,17
1767,678.8632271289825,reorder_points,CD,CD1,5
1768,678.8632271289825,reorder_points,CD,CD2,14
1769,678.8632271289825,reorder_points,CD,CD3,38
1770,678.8632271289825,reorder_points,CD,CD4,0
1771,678.8632271289825,reorder_points,CD,CD5,20
1772,678.8632271289825,reorder_points,CD,CD6,13
1773,678.8632271289825,reorder_points,CE,CE1,0
1774,678.8632271289825,reorder_points,CE,CE2,4
1775,678.8632271289825,reorder_points,CE,CE3,11
1776,678.8632271289825,reorder_points,CE,CE4,2
1777,678.8632271289825,reorder_points,CE,CE5,0
1778,678.8632271289825,reorder_points,CE,CE6,18
1779,678.8632271289825,reorder_points,CE,CE7,12
1780,678.8632271289825,reorder_points,CE,CE8,19
1781,678.8632271289825,reorder_points,CE,CE9,23
1782,681.2635762691498,inventory_allocations,CA,CA1,16
1783,681.2635762691498,inventory_allocations,CA,CA2,13
1784,681.2635762691498,inventory_allocations,CA,CA3,6
1785,681.2635762691498,inventory_allocations,CA,CA4,14
1786,681.2635762691498,inventory_allocations,CA,CA5,8
1787,681.2635762691498,inventory_allocations,CA,CA6,15
1788,681.2635762691498,inventory_allocations,CA,CA7,11
1789,681.2635762691498,inventory_allocations,CA,CA8,16
1790,681.2635762691498,inventory_allocations,CB,CB1,12
1791,681.2635762691498,inventory_allocations,CB,CB2,65
1792,681.2635762691498,inventory_allocations,CB,CB3,23
1793,681.2635762691498,inventory_allocations,CC,CC1,4
1794,681.2635762691498,inventory_allocations,CC,CC2,22
1795,681.2635762691498,inventory_allocations,CC,CC3,9
1796,681.2635762691498,inventory_allocations,CC,CC4,16
1797,681.2635762691498,inventory_allocations,CC,CC5,11
1798,681.2635762691498,inventory_allocations,CC,CC6,20
1799,681.2635762691498,inventory_allocations,CC,CC7,18
1800,681.2635762691498,inventory_allocations,CD,CD1,6
1801,681.2635762691498,inventory_allocations,CD,CD2,17
1802,681.2635762691498,inventory_allocations,CD,CD3,39
1803,681.2635762691498,inventory_allocations,CD,CD4,1
1804,681.2635762691498,inventory_allocations,CD,CD5,23
1805,681.2635762691498,inventory_allocations,CD,CD6,14
1806,681.2635762691498,inventory_allocations,CE,CE1,1
1807,681.2635762691498,inventory_allocations,CE,CE2,5
1808,681.2635762691498,inventory_allocations,CE,CE3,12
1809,681.2635762691498,inventory_allocations,CE,CE4,3
1810,681.2635762691498,inventory_allocations,CE,CE5,2
1811,681.2635762691498,inventory_allocations,CE,CE6,19
1812,681.2635762691498,inventory_allocations,CE,CE7,13
1813,681.2635762691498,inventory_allocations,CE,CE8,20
1814,681.2635762691498,inventory_allocations,CE,CE9,25
1815,681.2635762691498,reorder_points,CA,CA1,14
1816,681.2635762691498,reorder_points,CA,CA2,11
1817,681.2635762691498,reorder_points,CA,CA3,5
1818,681.2635762691498,reorder_points,CA,CA4,13
1819,681.2635762691498,reorder_points,CA,CA5,7
1820,681.2635762691498,reorder_points,CA,CA6,14
1821,681.2635762691498,reorder_points,CA,CA7,9
1822,681.2635762691498,reorder_points,CA,CA8,14
1823,681.2635762691498,reorder_points,CB,CB1,11
1824,681.2635762691498,reorder_points,CB,CB2,64
1825,681.2635762691498,reorder_points,CB,CB3,22
1826,681.2635762691498,reorder_points,CC,CC1,2
1827,681.2635762691498,reorder_points,CC,CC2,21
1828,681.2635762691498,reorder_points,CC,CC3,7
1829,681.2635762691498,reorder_points,CC,CC4,15
1830,681.2635762691498,reorder_points,CC,CC5,9
1831,681.2635762691498,reorder_points,CC,CC6,19
1832,681.2635762691498,reorder_points,CC,CC7,17
1833,681.2635762691498,reorder_points,CD,CD1,5
1834,681.2635762691498,reorder_points,CD,CD2,14
1835,681.2635762691498,reorder_points,CD,CD3,38
1836,681.2635762691498,reorder_points,CD,CD4,0
1837,681.2635762691498,reorder_points,CD,CD5,20
1838,681.2635762691498,reorder_points,CD,CD6,13
1839,681.2635762691498,reorder_points,CE,CE1,0
1840,681.2635762691498,reorder_points,CE,CE2,4
1841,681.2635762691498,reorder_points,CE,CE3,11
1842,681.2635762691498,reorder_points,CE,CE4,2
1843,681.2635762691498,reorder_points,CE,CE5,0
1844,681.2635762691498,reorder_points,CE,CE6,18
1845,681.2635762691498,reorder_points,CE,CE7,12
1846,681.2635762691498,reorder_points,CE,CE8,19
1847,681.2635762691498,reorder_points,CE,CE9,23
1848,695.3957271575928,inventory_allocations,CA,CA1,16
1849,695.3957271575928,inventory_allocations,CA,CA2,13
1850,695.3957271575928,inventory_allocations,CA,CA3,6
1851,695.3957271575928,inventory_allocations,CA,CA4,14
1852,695.3957271575928,inventory_allocations,CA,CA5,8
1853,695.3957271575928,inventory_allocations,CA,CA6,15
1854,695.3957271575928,inventory_allocations,CA,CA7,11
1855,695.3957271575928,inventory_allocations,CA,CA8,16
1856,695.3957271575928,inventory_allocations,CB,CB1,12
1857,695.3957271575928,inventory_allocations,CB,CB2,65
1858,695.3957271575928,inventory_allocations,CB,CB3,23
1859,695.3957271575928,inventory_allocations,CC,CC1,4
1860,695.3957271575928,inventory_allocations,CC,CC2,22
1861,695.3957271575928,inventory_allocations,CC,CC3,9
1862,695.3957271575928,inventory_allocations,CC,CC4,16
1863,695.3957271575928,inventory_allocations,CC,CC5,11
1864,695.3957271575928,inventory_allocations,CC,CC6,20
1865,695.3957271575928,inventory_allocations,CC,CC7,18
1866,695.3957271575928,inventory_allocations,CD,CD1,6
1867,695.3957271575928,inventory_allocations,CD,CD2,17
1868,695.3957271575928,inventory_allocations,CD,CD3,39
1869,695.3957271575928,inventory_allocations,CD,CD4,1
1870,695.3957271575928,inventory_allocations,CD,CD5,23
1871,695.3957271575928,inventory_allocations,CD,CD6,14
1872,695.3957271575928,inventory_allocations,CE,CE1,1
1873,695.3957271575928,inventory_allocations,CE,CE2,5
1874,695.3957271575928,inventory_allocations,CE,CE3,12
1875,695.3957271575928,inventory_allocations,CE,CE4,3
1876,695.3957271575928,inventory_allocations,CE,CE5,2
1877,695.3957271575928,inventory_allocations,CE,CE6,19
1878,695.3957271575928,inventory_allocations,CE,CE7,13
1879,695.3957271575928,inventory_allocations,CE,CE8,20
1880,695.3957271575928,inventory_allocations,CE,CE9,25
1881,695.3957271575928,reorder_points,CA,CA1,14
1882,695.3957271575928,reorder_points,CA,CA2,11
1883,695.3957271575928,reorder_points,CA,CA3,5
1884,695.3957271575928,reorder_points,CA,CA4,13
1885,695.3957271575928,reorder_points,CA,CA5,7
1886,695.3957271575928,reorder_points,CA,CA6,14
1887,695.3957271575928,reorder_points,CA,CA7,9
1888,695.3957271575928,reorder_points,CA,CA8,14
1889,695.3957271575928,reorder_points,CB,CB1,11
1890,695.3957271575928,reorder_points,CB,CB2,64
1891,695.3957271575928,reorder_points,CB,CB3,22
1892,695.3957271575928,reorder_points,CC,CC1,3
1893,695.3957271575928,reorder_points,CC,CC2,21
1894,695.3957271575928,reorder_points,CC,CC3,7
1895,695.3957271575928,reorder_points,CC,CC4,15
1896,695.3957271575928,reorder_points,CC,CC5,9
1897,695.3957271575928,reorder_points,CC,CC6,19
1898,695.3957271575928,reorder_points,CC,CC7,17
1899,695.3957271575928,reorder_points,CD,CD1,5
1900,695.3957271575928,reorder_points,CD,CD2,14
1901,695.3957271575928,reorder_points,CD,CD3,38
1902,695.3957271575928,reorder_points,CD,CD4,0
1903,695.3957271575928,reorder_points,CD,CD5,20
1904,695.3957271575928,reorder_points,CD,CD6,13
1905,695.3957271575928,reorder_points,CE,CE1,0
1906,695.3957271575928,reorder_points,CE,CE2,4
1907,695.3957271575928,reorder_points,CE,CE3,11
1908,695.3957271575928,reorder_points,CE,CE4,2
1909,695.3957271575928,reorder_points,CE,CE5,0
1910,695.3957271575928,reorder_points,CE,CE6,18
1911,695.3957271575928,reorder_points,CE,CE7,12
1912,695.3957271575928,reorder_points,CE,CE8,19
1913,695.3957271575928,reorder_points,CE,CE9,23
1914,702.5168554782867,inventory_allocations,CA,CA1,16
1915,702.5168554782867,inventory_allocations,CA,CA2,13
1916,702.5168554782867,inventory_allocations,CA,CA3,6
1917,702.5168554782867,inventory_allocations,CA,CA4,14
1918,702.5168554782867,inventory_allocations,CA,CA5,8
1919,702.5168554782867,inventory_allocations,CA,CA6,15
1920,702.5168554782867,inventory_allocations,CA,CA7,11
1921,702.5168554782867,inventory_allocations,CA,CA8,16
1922,702.5168554782867,inventory_allocations,CB,CB1,12
1923,702.5168554782867,inventory_allocations,CB,CB2,65
1924,702.5168554782867,inventory_allocations,CB,CB3,23
1925,702.5168554782867,inventory_allocations,CC,CC1,4
1926,702.5168554782867,inventory_allocations,CC,CC2,22
1927,702.5168554782867,inventory_allocations,CC,CC3,9
1928,702.5168554782867,inventory_allocations,CC,CC4,16
1929,702.5168554782867,inventory_allocations,CC,CC5,11
1930,702.5168554782867,inventory_allocations,CC,CC6,20
1931,702.5168554782867,inventory_allocations,CC,CC7,18
1932,702.5168554782867,inventory_allocations,CD,CD1,6
1933,702.5168554782867,inventory_allocations,CD,CD2,17
1934,702.5168554782867,inventory_allocations,CD,CD3,39
1935,702.5168554782867,inventory_allocations,CD,CD4,1
1936,702.5168554782867,inventory_allocations,CD,CD5,23
1937,702.5168554782867,inventory_allocations,CD,CD6,14
1938,702.5168554782867,inventory_allocations,CE,CE1,1
1939,702.5168554782867,inventory_allocations,CE,CE2,6
1940,702.5168554782867,inventory_allocations,CE,CE3,12
1941,702.5168554782867,inventory_allocations,CE,CE4,3
1942,702.5168554782867,inventory_allocations,CE,CE5,2
1943,702.5168554782867,inventory_allocations,CE,CE6,19
1944,702.5168554782867,inventory_allocations,CE,CE7,13
1945,702.5168554782867,inventory_allocations,CE,CE8,20
1946,702.5168554782867,inventory_allocations,CE,CE9,24
1947,702.5168554782867,reorder_points,CA,CA1,14
1948,702.5168554782867,reorder_points,CA,CA2,11
1949,702.5168554782867,reorder_points,CA,CA3,5
1950,702.5168554782867,reorder_points,CA,CA4,13
1951,702.5168554782867,reorder_points,CA,CA5,7
1952,702.5168554782867,reorder_points,CA,CA6,14
1953,702.5168554782867,reorder_points,CA,CA7,9
1954,702.5168554782867,reorder_points,CA,CA8,14
1955,702.5168554782867,reorder_points,CB,CB1,11
1956,702.5168554782867,reorder_points,CB,CB2,64
1957,702.5168554782867,reorder_points,CB,CB3,22
1958,702.5168554782867,reorder_points,CC,CC1,3
1959,702.5168554782867,reorder_points,CC,CC2,21
1960,702.5168554782867,reorder_points,CC,CC3,7
1961,702.5168554782867,reorder_points,CC,CC4,15
1962,702.5168554782867,reorder_points,CC,CC5,9
1963,702.5168554782867,reorder_points,CC,CC6,19
1964,702.5168554782867,reorder_points,CC,CC7,17
1965,702.5168554782867,reorder_points,CD,CD1,5
1966,702.5168554782867,reorder_points,CD,CD2,14
1967,702.5168554782867,reorder_points,CD,CD3,38
1968,702.5168554782867,reorder_points,CD,CD4,0
1969,702.5168554782867,reorder_points,CD,CD5,20
1970,702.5168554782867,reorder_points,CD,CD6,13
1971,702.5168554782867,reorder_points,CE,CE1,0
1972,702.5168554782867,reorder_points,CE,CE2,4
1973,702.5168554782867,reorder_points,CE,CE3,11
1974,702.5168554782867,reorder_points,CE,CE4,2
1975,702.5168554782867,reorder_points,CE,CE5,0
1976,702.5168554782867,reorder_points,CE,CE6,18
1977,702.5168554782867,reorder_points,CE,CE7,12
1978,702.5168554782867,reorder_points,CE,CE8,19
1979,702.5168554782867,reorder_points,CE,CE9,23
